,Site Name,Article Name,Article Date,Total Article Comments,Article URL,Username,Comments,Hate?,Flag ???,Responding to,Upvotes,Downvotes
1177,Twitchy,‘Somebody called the manager’: Rep. Thomas Massie mocks WH reporter who…,['2020/04/25'],99 comments,https://twitchy.com/dougp-3137/2020/04/25/somebody-called-the-manager-rep-thomas-massie-mocks-wh-reporter-who-took-offense-to-a-gif-he-liked/,NDPACKER,"Hunter Walker is just one more sniveling, lying, liberal communist propagandist to be ignored.",,,,2,?
1178,Twitchy,Former head of Planned Parenthood joins #CNNSesameStreet coronavirus special t…,['2020/04/25'],123 comments,https://twitchy.com/dougp-3137/2020/04/25/former-head-of-planned-parenthood-joins-cnnsesamestreet-coronavirus-special-to-tell-kids-how-to-protect-themselves-from-harm/,NDPACKER,Killing children is more than a hobby to democrats.,,,,13,?
1179,The Daily Wire,California Tried To Force Background Checks For Ammo. A Judge Sided With T…,[],233 comments,https://www.dailywire.com/news/california-tried-to-force-background-checks-for-ammo-a-judge-sided-with-the-second-amendment,NDPACKER,So the Peoples Republic of California is for idiots?  Makes sense now.  Thanks!,,,L84Cabo,0,0
1180,The Daily Wire,California Tried To Force Background Checks For Ammo. A Judge Sided With T…,[],233 comments,https://www.dailywire.com/news/california-tried-to-force-background-checks-for-ammo-a-judge-sided-with-the-second-amendment,NDPACKER,"That does not answer my question.  You forgot to answer the ""self-respecting"" part of it.",,,Keiichi,0,0
1181,The Daily Wire,California Tried To Force Background Checks For Ammo. A Judge Sided With T…,[],233 comments,https://www.dailywire.com/news/california-tried-to-force-background-checks-for-ammo-a-judge-sided-with-the-second-amendment,NDPACKER,Why would any self-respecting American want to live in the oppressive anti-American Peoples Republic of California?,,,EARNED,2,?
1182,Twitchy,Delete your account: Richard Marx proves he’s the REAL creepsh*t in tweet-pic advi…,['2020/04/24'],84 comments,https://twitchy.com/samj-3930/2020/04/24/delete-your-account-richard-marx-proves-hes-the-real-creepsht-in-tweet-pic-advising-others-how-to-troll-trump-supporters/,NDPACKER,I would have thought he would have died from AIDS by now.,,,rcn,0,0
1183,Townhall,Trump Puts WaPo Reporter In His Place: 'I’m the President and You’re Fake News',['2020/04/24'],384 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/24/trump-wapo-reporter-fake-news-n2567556,NDPACKER,"Philip Rucker is just another America hating, sniveling, lying liberal communist propagandist to be ignored.  Boycott ALL of the America hating media and make America Great Again!I don't know if anyone caught this, but at the end of the update last night President Trump said something to the effect that we would have a much better country if the press were honest.No truer words have ever been spoken.",,,Richard Murray,12,?
1184,The Daily Wire,Ocasio-Cortez Only Democrat To Vote Against Funding To Help Americans,[],539 comments,https://www.dailywire.com/news/ocasio-cortez-only-democrat-to-vote-against-funding-to-help-americans,NDPACKER,Agreed.  She just needs to go away.,,,B68W,3,?
1185,Twitchy,‘You clown’: Pharmaceutical ‘expert’ Jake Tapper’s dig at Trump over HCQ does NO…,['2020/04/23'],148 comments,https://twitchy.com/samj-3930/2020/04/23/you-clown-pharmaceutical-expert-jake-tappers-dig-at-trump-over-hcq-does-not-end-well-for-him-like-at-all/,NDPACKER,"Jake Tapper is just one more sniveling, lying, liberal communist propagandist to be ignored.",,,,21,?
1186,The Daily Wire,Iranian General Orders ‘Naval Forces To Destroy Any American’ Ship In Persian G…,[],366 comments,https://www.dailywire.com/news/iranian-general-orders-naval-forces-to-destroy-any-american-ship-in-persian-gulf-that-threatens-security,NDPACKER,Gen. Hossein Salami look up.  Is it a bird?  Is it a plane?  It's an AGM-114 Hellfire missile!,,,Ronin,4,?
1187,Townhall,Trump Instructs Navy to 'Destroy' Hostile Iranian Gunboats,['2020/04/22'],634 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/22/trump-iran-gunboats-n2567387,NDPACKER,I hope you are one of the first to die in that war you are talking about.,,,MKE,2,?
1188,Townhall,Trump Instructs Navy to 'Destroy' Hostile Iranian Gunboats,['2020/04/22'],634 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/22/trump-iran-gunboats-n2567387,NDPACKER,You are nothing but another sniveling lying liberal cowardly communist propagandist that needs to be reported and blocked.,,,MKE,1,2
1189,Townhall,Trump Instructs Navy to 'Destroy' Hostile Iranian Gunboats,['2020/04/22'],634 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/22/trump-iran-gunboats-n2567387,NDPACKER,They make it up and spread lies.  All democrats lie all the time.,,,mason89,12,?
1190,Townhall,Trump Instructs Navy to 'Destroy' Hostile Iranian Gunboats,['2020/04/22'],634 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/22/trump-iran-gunboats-n2567387,NDPACKER,"What a sniveling, lying, liberal communist propagandist troll you are.  Reported and blocked!",,,Guest,20,?
1191,Townhall,Trump Instructs Navy to 'Destroy' Hostile Iranian Gunboats,['2020/04/22'],634 comments,https://townhall.com/tipsheet/leahbarkoukis/2020/04/22/trump-iran-gunboats-n2567387,NDPACKER,Thank GOD for President Trump.,,,rob,30,?
1192,Twitchy,‘Unreal’! ‘Gaslighter of the House’ Nancy Pelosi assigns blame for delay of latest c…,['2020/04/22'],123 comments,https://twitchy.com/dougp-3137/2020/04/22/unreal-gaslighter-of-the-house-nancy-pelosi-assigns-blame-for-delay-of-latest-coronavirus-relief-bill-just-guess/,NDPACKER,The sooner the American people realize that all democrats lie all the time the sooner we can vote them all out of office and MAGA!,,,Melissa Thomas,1,?
1193,Twitchy,WATCH: Idaho mom ARRESTED in front of her kids during ‘playdate protest’,['2020/04/22'],292 comments,https://twitchy.com/gregp-3534/2020/04/22/watch-idaho-mom-arrested-in-front-of-her-kids-during-playdate-protest/,NDPACKER,"I guess the cops in Meridian, Idaho will have to die along with the Nazis that run the town.",,,idontknow,0,0
1194,Twitchy,Canceled: MSNBC’s Lawrence O’Donnell says Dr. Deborah Birx ‘is now functionin…,['2020/04/21'],110 comments,https://twitchy.com/brettt-3136/2020/04/21/canceled-msnbcs-lawrence-odonnell-says-dr-deborah-birx-is-now-functioning-as-a-republican-lawyer/,NDPACKER,"Lawrence O’Donnell is just one more sniveling, lying , liberal communist propagandist to be ignored.",,,Guest,3,?
1195,Twitchy,Brian Stelter really needs to do a better job reporting on Chris Cuomo and his wife’s…,['2020/04/21'],75 comments,https://twitchy.com/gregp-3534/2020/04/21/brian-stelter-really-needs-to-do-a-better-job-reporting-on-chris-cuomo-and-his-wifes-coronavirus-recovery/,NDPACKER,Fredo and his homely wife get no sympathy from me.,,,,1,?
1196,The Daily Wire,Less Than Half Of Adults In Los Angeles Now Have Jobs,[],72 comments,https://www.dailywire.com/news/less-than-half-of-adults-in-los-angeles-now-have-jobs,NDPACKER,"This could not happen to a nicer city.  Well maybe New York, Chicago, Seattle, Minneapolis, Denver, etc, etc.  All controlled by democrats.  See the pattern?",,,Le Chat Noir,1,?
1197,The Daily Wire,"‘GO F*** YOURSELF, GRETCH’: Michigan Governor Grilled Over WWII Comments",[],342 comments,https://www.dailywire.com/news/go-f-yourself-gretch-michigan-governor-grilled-over-wwii-comments,NDPACKER,"And buy pot, but no garden seeds for you!",,,Sara Smith,6,?
1198,The Daily Wire,"‘GO F*** YOURSELF, GRETCH’: Michigan Governor Grilled Over WWII Comments",[],342 comments,https://www.dailywire.com/news/go-f-yourself-gretch-michigan-governor-grilled-over-wwii-comments,NDPACKER,She will start taking all the guns next.  She needs to do that so she can take everyone's money and property.,,,Rick,0,0
1199,Twitchy,‘Media is gonna flip’: Trump tweets that he’ll ‘sign an Executive Order to tempora…,['2020/04/20'],335 comments,https://twitchy.com/dougp-3137/2020/04/20/media-is-gonna-flip-trump-tweets-that-hell-sign-an-executive-order-to-temporarily-suspend-immigration-into-the-us-and-whoa-nelly/,NDPACKER,Thank God for President Trump!MAGA!,,,HiltonHead_Dude,6,?
1200,Twitchy,"COVID-19 infected George Stephanopoulos, wearing his mask as a…",['2020/04/21'],67 comments,https://twitchy.com/gregp-3534/2020/04/21/covid-19-infected-george-stephanopoulos-wearing-his-mask-as-a-necklace-seen-walking-in-the-hamptons/,NDPACKER,"I would be okay with him dying from the virus, or anything else for that matter.",,,El Mas Taco,5,?
1201,Townhall,It Looks Like CNN Blew the Kim Jong-un Is Dead or Dying Story…And They’re Not Al…,['2020/04/21'],432 comments,https://townhall.com/tipsheet/mattvespa/2020/04/21/it-looks-like-cnn-blew-the-kim-jongun-is-dead-or-dying-storyand-theyre-not-alone-n2567292,NDPACKER,Katy Turd lives up to her name again.,,,Skizzix,33,?
1202,Townhall,Fireworks: Trump Dunks on Argumentative Reporters at White House Press Briefing,['2020/04/19'],529 comments,https://townhall.com/tipsheet/bronsonstocking/2020/04/19/fireworks-trump-dunks-on-argumentative-reporters-at-white-house-briefing-n2567206,NDPACKER,"Weijia Jiang is just another communist propagandist that should be tried for treason, found guilty and hanged by her neck until dead.",,,JohnMcIntyre,3,1
1203,Twitchy,‘This is helping’: The New York Times tries to blame a Brooklyn man’s coronavirus…,['2020/04/19'],131 comments,https://twitchy.com/jacobb-38/2020/04/19/this-is-helping-the-new-york-times-tries-to-blame-a-brooklyn-mans-coronavirus-death-on-fox-news/,NDPACKER,The New York Times:  All the lies fit to print.,,,Michael Goldman,3,?
1204,Twitchy,‘Hello 9-1-1? I’d like to report a murder’. Dan Crenshaw leaves Bill Maher SPEECH…,['2020/04/19'],246 comments,https://twitchy.com/samj-3930/2020/04/19/hello-9-1-1-id-like-to-report-a-murder-dan-crenshaw-leaves-bill-maher-speechless-in-interview-about-trump-covid-watch/,NDPACKER,God bless Dan Crenshaw!,,,emtae,21,?
1205,Twitchy,New Jersey woman charged with organizing a protest against state’s stay-…,['2020/04/18'],350 comments,https://twitchy.com/brettt-3136/2020/04/18/new-jersey-woman-charged-with-organizing-a-protest-against-states-stay-at-home-orders/,NDPACKER,Is it time to start killing tyrants?,,,nodhimmi,2,?
1206,Twitchy,Bestselling author says be prepared for riots and violence in the streets when Pr…,['2020/04/18'],244 comments,https://twitchy.com/brettt-3136/2020/04/18/bestselling-author-says-be-prepared-for-riots-and-violence-in-the-streets-when-president-trump-loses-in-2020/,NDPACKER,Don Winslow should be the first to die when the shooting begins.,,,mrdaveno1,0,0
1207,Twitchy,"Hey guys, Tater has a sad — After months of cheerleading the worst aspects of the…",['2020/04/18'],262 comments,https://twitchy.com/brads-313037/2020/04/18/hey-guys-tater-has-a-sad-after-months-of-cheerleading-the-worst-aspects-of-the-pandemic-brian-stelter-has-a-breakdown/,NDPACKER,Dear Diary:,,,UhOhChongo,7,?
1208,Townhall,SD Gov. Kristi Noem Claps Back at Critics Who Wanted Her to Implement a Statewi…,['2020/04/18'],1382 comments,https://townhall.com/tipsheet/bethbaumann/2020/04/18/sd-gov-kristi-noem-claps-back-at-critics-who-wanted-her-to-implement-a-statewide-stayathome-order-n2567167,NDPACKER,All main stream media hat America and all Americans.  Ignore them.,,,American overseas,2,?
1209,Townhall,Adam Schiff Begs Trump to Stop Blaming China and the WHO for the Wuhan Coron…,['2020/04/17'],1337 comments,https://townhall.com/tipsheet/juliorosas/2020/04/17/adam-schiff-begs-trump-to-stop-blaming-china-and-the-who-for-the-wuhan-coronavirus-pandemic-n2567159,NDPACKER,"Adam Schiff should have died a long, long time ago.",,,,1,?
1210,Townhall,Brutal: Pelosi's Terrible Answer About Why Democrats Keep Blocking Needed Rescu…,['2020/04/17'],746 comments,https://townhall.com/tipsheet/guybenson/2020/04/17/listen-pelosis-terrible-answer-about-why-democrats-keep-blocking-needed-rescue-funds-for-small-businesses-n2567120,NDPACKER,We must completely remove the vile hatred that is known as the democrat party from our country.,,,Worcester Rooster,23,?
1211,Twitchy,"Psst, it’s totally POLITICAL: Kimberley Strassel knows why Democrats REALLY k…",['2020/04/17'],115 comments,https://twitchy.com/samj-3930/2020/04/17/psst-its-totally-political-kimberley-strassel-knows-why-democrats-really-keep-moving-the-covid-shutdown-goalposts/amp/?__twitter_impression=true,NDPACKER,This is why we must kill ALL of the democrats before they kill all of us.,,,,1,?
1212,Twitchy,REALLY!? Michigan Gov. Gretchen Whitmer hopes sheriffs saying she overstepped h…,['2020/04/17'],266 comments,https://twitchy.com/dougp-3137/2020/04/17/really-michigan-gov-gretchen-whitmer-hopes-sheriffs-saying-she-overstepped-her-authority-dont-get-overly-political/,NDPACKER,Someone should ask the good people of Michigan what it feels like to have a political w h o r e for a governor.,,,,0,0
1213,Townhall,Trump Appears to Back Protestors Against Michigan Governor,['2020/04/17'],309 comments,https://townhall.com/tipsheet/katiepavlich/2020/04/17/trump-appears-to-back-protestors-against-michigan-governor-n2567129,NDPACKER,"Liberate America from liberalism, socialism and communism!MAGA!",,,Shawn Stephens,16,?
1214,Twitchy,Damage control! NY Times headline about China’s economy taking a hit ‘just when…,['2020/04/17'],51 comments,https://twitchy.com/dougp-3137/2020/04/17/damage-control-ny-times-headline-about-chinas-economy-taking-a-hit-just-when-the-world-needs-its-punch-got-changed-fast/,NDPACKER,Why would anyone ever read anything in the New York Times.  They should change their masthead to read:  All the Lies Fit to Print.,,,Chris Bolts Sr,2,?
1215,Townhall,Joe Biden's Latest Rambling of Words on CNN Continues to Not Instill Confidence f…,['2020/04/17'],359 comments,https://townhall.com/tipsheet/juliorosas/2020/04/17/joe-bidens-latest-rambling-of-words-on-cnn-does-not-instill-confidence-for-a-debate-with-trump-n2567113,NDPACKER,"""Biden can't talk like this standing next to Trump.""  No worries. Biden's wife will be standing next to him to answer the questions.",,,Never a Dem til I'm dead,1,?
1216,Twitchy,Sen. Ted Cruz makes Bill Gates — who’s alarmed by Trump suspending U.S. $$ to…,['2020/04/15'],243 comments,https://twitchy.com/dougp-3137/2020/04/15/sen-ted-cruz-makes-bill-gates-whos-alarmed-by-trump-suspending-u-s-to-w-h-o-aware-of-an-emergency-stopgap-funding-measure/,NDPACKER,It is sad Bill Gates has not contracted the Wuhan virus and died from it.,,,IBXNJ,1,?
1217,Twitchy,Gov. Andrew Cuomo honored with Rolling Stone cover for guiding the nation throu…,['2020/04/15'],105 comments,https://twitchy.com/brettt-3136/2020/04/15/gov-andrew-cuomo-honored-with-rolling-stone-cover-for-guiding-the-nation-through-the-covid-19-crisis/,NDPACKER,"Was that like when you were high all the time, man?",,,Tim Waterman,3,?
1218,Twitchy,Gov. Andrew Cuomo honored with Rolling Stone cover for guiding the nation throu…,['2020/04/15'],105 comments,https://twitchy.com/brettt-3136/2020/04/15/gov-andrew-cuomo-honored-with-rolling-stone-cover-for-guiding-the-nation-through-the-covid-19-crisis/,NDPACKER,"What is this Rolling Stone of which you speak.Also, was Cuomo flashing a white power sign in the photo at the top of this story?",,,Guest,5,?
1219,Townhall,Watch: Sen. Schumer and Rep. AOC Event in Queens Criticized as 'Photo-Op',['2020/04/15'],47 comments,https://townhall.com/tipsheet/reaganmccarthy/2020/04/15/schumer-and-aoc-stunt-n2567005,NDPACKER,Does Shut Down Schumer not know Pelosi is backing AOC against him in the fall?,,,CWCal,0,0
1220,The Daily Wire,OPERATION GRIDLOCK: Thousands Pack Roads Near Michigan Capitol To Protest…,[],393 comments,https://www.dailywire.com/news/operation-gridlock-thousands-pack-roads-near-michigan-capitol-to-protest-governors-restrictive-stay-at-home-order,NDPACKER,Whitmer is just another Nazi/communist bent on destroying a part of America.,,,Guest,2,?
1221,Twitchy,HOLY S*IT: Chris Cuomo ADMITTED last night that he’s still symptomatic. Why w…,['2020/04/15'],182 comments,https://twitchy.com/gregp-3534/2020/04/15/holy-sit-chris-cuomo-admitted-last-night-that-hes-still-symptomatic-why-was-he-out-on-easter/,NDPACKER,The whole world is watching you Fredo.,,,Conserve Truth,5,?
